id,stranka,sekce,typ,soucasne_copy,nove_copy,poznamka
"kniha.hero.cover_year","/kniha","Hero — obálka knihy","Stitek","Pro tebe, babičko","",""
"kniha.ukazka.eyebrow","/kniha","Ukázka otázek","Eyebrow","Ukázka otázek","",""
"kniha.ukazka.h2","/kniha","Ukázka otázek","Nadpis","Šest životních období. Celý jeden život.","",""
"kniha.ukazka.lede","/kniha","Ukázka otázek","Odstavec","Od prvních vzpomínek z dětství po moudro zralého věku. Tady je ochutnávka — kniha jich má kolem tří set.","",""
"kniha.faze1.eyebrow","/kniha","Ukázka otázek — Fáze I","Eyebrow","Životní fáze 1","",""
"kniha.faze1.h3","/kniha","Ukázka otázek — Fáze I","Podnadpis","Dětství","",""
"kniha.faze1.q1","/kniha","Ukázka otázek — Fáze I","Odrazka","Jaká je vaše nejranější vzpomínka? Kolik vám tehdy mohlo být let?","",""
"kniha.faze1.q2","/kniha","Ukázka otázek — Fáze I","Odrazka","Kde jste vyrůstali? Popište dům nebo byt, ve kterém jste bydleli.","",""
"kniha.faze1.q3","/kniha","Ukázka otázek — Fáze I","Odrazka","Jak vypadaly Vánoce ve vaší rodině, když jste byli malí?","",""
"kniha.faze1.q4","/kniha","Ukázka otázek — Fáze I","Odrazka","Co jste mívali na nedělní oběd — a kdo ho vařil?","",""
"kniha.faze2.eyebrow","/kniha","Ukázka otázek — Fáze II","Eyebrow","Životní fáze 2","",""
"kniha.faze2.h3","/kniha","Ukázka otázek — Fáze II","Podnadpis","Školní léta","",""
"kniha.faze2.q1","/kniha","Ukázka otázek — Fáze II","Odrazka","Vzpomínáte si na svůj první školní den? Jaký byl?","",""
"kniha.faze2.q2","/kniha","Ukázka otázek — Fáze II","Odrazka","Kdo byl váš nejoblíbenější učitel a proč?","",""
"kniha.faze2.q3","/kniha","Ukázka otázek — Fáze II","Odrazka","Měli jste nejlepšího kamaráda nebo kamarádku? Co o nich víte dnes?","",""
"kniha.faze2.q4","/kniha","Ukázka otázek — Fáze II","Odrazka","Jaký školní zážitek vás nejvíc potrápil — a jak jste to zvládli?","",""
"kniha.faze3.eyebrow","/kniha","Ukázka otázek — Fáze III","Eyebrow","Životní fáze 3","",""
"kniha.faze3.h3","/kniha","Ukázka otázek — Fáze III","Podnadpis","Dospívání","",""
"kniha.faze3.q1","/kniha","Ukázka otázek — Fáze III","Odrazka","Co byl váš první větší sen, když vám bylo kolem dvaceti?","",""
"kniha.faze3.q2","/kniha","Ukázka otázek — Fáze III","Odrazka","Jakou hudbu jste poslouchali, když vám bylo dvacet?","",""
"kniha.faze3.q3","/kniha","Ukázka otázek — Fáze III","Odrazka","Kam jste jezdili s kamarády? Měli jste oblíbené místo?","",""
"kniha.faze3.q4","/kniha","Ukázka otázek — Fáze III","Odrazka","Jak jste se seznámili se svým partnerem? Vzpomínáte na první setkání?","",""
"kniha.faze4.eyebrow","/kniha","Ukázka otázek — Fáze IV","Eyebrow","Životní fáze 4","",""
"kniha.faze4.h3","/kniha","Ukázka otázek — Fáze IV","Podnadpis","Rodina","",""
"kniha.faze4.q1","/kniha","Ukázka otázek — Fáze IV","Odrazka","Pamatujete si na den, kdy se vám narodilo první dítě?","",""
"kniha.faze4.q2","/kniha","Ukázka otázek — Fáze IV","Odrazka","Jaká byla vaše svatba? Co si z ní pamatujete nejlíp?","",""
"kniha.faze4.q3","/kniha","Ukázka otázek — Fáze IV","Odrazka","Která rodinná tradice vám byla nejdražší a proč?","",""
"kniha.faze4.q4","/kniha","Ukázka otázek — Fáze IV","Odrazka","Kdo z rodiny vás nejvíc ovlivnil a v čem?","",""
"kniha.faze5.eyebrow","/kniha","Ukázka otázek — Fáze V","Eyebrow","Životní fáze 5","",""
"kniha.faze5.h3","/kniha","Ukázka otázek — Fáze V","Podnadpis","Kariéra","",""
"kniha.faze5.q1","/kniha","Ukázka otázek — Fáze V","Odrazka","Jaké bylo vaše první zaměstnání? Jak jste se k němu dostali?","",""
"kniha.faze5.q2","/kniha","Ukázka otázek — Fáze V","Odrazka","Co byl nejhezčí den ve vaší kariéře?","",""
"kniha.faze5.q3","/kniha","Ukázka otázek — Fáze V","Odrazka","Vzpomínáte si na pracovní výzvu, která vás pořádně prověřila?","",""
"kniha.faze5.q4","/kniha","Ukázka otázek — Fáze V","Odrazka","Měli jste kolegu, kterého si dodnes vážíte?","",""
"kniha.faze6.eyebrow","/kniha","Ukázka otázek — Fáze VI","Eyebrow","Životní fáze 6","",""
"kniha.faze6.h3","/kniha","Ukázka otázek — Fáze VI","Podnadpis","Zralý věk","",""
"kniha.faze6.q1","/kniha","Ukázka otázek — Fáze VI","Odrazka","Když se ohlédnete zpět, na co jste opravdu hrdí?","",""
"kniha.faze6.q2","/kniha","Ukázka otázek — Fáze VI","Odrazka","Co považujete v životě za to nejdůležitější?","",""
"kniha.faze6.q3","/kniha","Ukázka otázek — Fáze VI","Odrazka","Co byste poradili svému dvacetiletému já, kdybyste mohli?","",""
"kniha.faze6.q4","/kniha","Ukázka otázek — Fáze VI","Odrazka","Co by vaše vnoučata měla vědět o světě, ve kterém jste vyrůstali?","",""
"kniha.proc.eyebrow","/kniha","Proč kniha","Eyebrow","Proč kniha","",""
"kniha.proc.h2","/kniha","Proč kniha","Nadpis","Pro ty, kdo mají radši papír a pero.","",""
"kniha.proc.lede","/kniha","Proč kniha","Odstavec","Máte radši aplikaci s týdenními otázkami a hlasovými nahrávkami? Podívejte se na klasický Vzpomínkář.","","obsahuje inline odkaz: ""klasický Vzpomínkář"" -> /"
"kniha.proc.lede_link","/kniha","Proč kniha","Odkaz","klasický Vzpomínkář","","odkaz na / (homepage)"
"kniha.proc.item1.h","/kniha","Proč kniha","Podnadpis","Píše se rukou, ne do telefonu","",""
"kniha.proc.item1.body","/kniha","Proč kniha","Odstavec","Žádná aplikace, žádné přihlašování. Sednete si s knihou a perem a píšete vlastní rukou — tak, jak to máte rádi. Rukopis, který po letech zůstane.","",""
"kniha.proc.item2.h","/kniha","Proč kniha","Podnadpis","Dárek, který se dává z ruky do ruky","",""
"kniha.proc.item2.body","/kniha","Proč kniha","Odstavec","Krásná tištěná kniha, kterou zabalíte a předáte. Pro narozeniny, Vánoce, kulatiny — nebo jen tak, z lásky.","",""
"kniha.proc.item3.h","/kniha","Proč kniha","Podnadpis","Vlastním tempem","",""
"kniha.proc.item3.body","/kniha","Proč kniha","Odstavec","Šest životních období, spousta otázek, žádný spěch. Obdarovaný vyplňuje, kdy se mu chce — týdny i měsíce. Kniha počká.","",""
"kniha.proc.item4.h","/kniha","Proč kniha","Podnadpis","Otázky si vyberete vy","",""
"kniha.proc.item4.body","/kniha","Proč kniha","Odstavec","Na rozdíl od běžných knih si u nás můžete otázky sami sestavit — přidat vlastní, jiné odebrat, přepsat. Kniha bude přesně o tom, co vás zajímá.","",""
"kniha.cena.eyebrow","/kniha","Cena","Eyebrow","Cena","",""
"kniha.cena.h2","/kniha","Cena","Nadpis","Dvě varianty, jedna kniha.","",""
"kniha.cena.lede","/kniha","Cena","Odstavec","Jednorázová platba, poštovné zdarma (ČR i SK). Žádné předplatné.","",""
"kniha.cena.standard.eyebrow","/kniha","Cena — Doporučené otázky","Eyebrow","Doporučené otázky","",""
"kniha.cena.standard.price","/kniha","Cena — Doporučené otázky","Stitek","599 Kč","","dynamicke: cena z env PRICE_SHOP_BOOK_STANDARD_CZK, fallback 599 Kč"
"kniha.cena.standard.body","/kniha","Cena — Doporučené otázky","Odstavec","Naše otázky napříč šesti životními obdobími. Stačí vybrat, komu knihu věnujete, a objednat — bez sestavování.","",""
"kniha.cena.standard.cta","/kniha","Cena — Doporučené otázky","Tlacitko","Objednat knihu","","max ~25 znaku (tlacitko); za textem sipka ↗"
"kniha.cena.custom.eyebrow","/kniha","Cena — Vlastní otázky","Eyebrow","Vlastní otázky","",""
"kniha.cena.custom.price","/kniha","Cena — Vlastní otázky","Stitek","899 Kč","","dynamicke: cena z env PRICE_SHOP_BOOK_CUSTOM_CZK, fallback 899 Kč"
"kniha.cena.custom.body","/kniha","Cena — Vlastní otázky","Odstavec","Otázky si sami přidáte, odeberete nebo přepíšete. Kniha přesně o tom, co vás u vašeho blízkého zajímá.","",""
"kniha.cena.custom.cta","/kniha","Cena — Vlastní otázky","Tlacitko","Sestavit vlastní knihu","","max ~25 znaku (tlacitko); za textem sipka ↗"
"kniha.faq.eyebrow","/kniha","FAQ","Eyebrow","Než objednáte","",""
"kniha.faq.h2","/kniha","FAQ","Nadpis","Co se nejčastěji ptáte.","",""
"kniha.faq.q1","/kniha","FAQ","FAQ-otazka","Kdo knihu vyplňuje?","",""
"kniha.faq.q1.a","/kniha","FAQ","FAQ-odpoved","Ten, komu ji darujete — vlastní rukou. Vy vyberete otázky a věnujete knihu; blízký do ní postupně zapisuje své vzpomínky. Výsledkem je rodinná kronika jeho slovy a jeho rukopisem.","",""
"kniha.faq.q2","/kniha","FAQ","FAQ-otazka","Kolik je v knize otázek?","",""
"kniha.faq.q2.a","/kniha","FAQ","FAQ-odpoved","Standardní kniha má kolem 300 otázek napříč šesti životními obdobími. Pokud si zvolíte vlastní sestavení, počet i znění otázek si upravíte sami.","",""
"kniha.faq.q3","/kniha","FAQ","FAQ-otazka","Můžu si otázky upravit?","",""
"kniha.faq.q3.a","/kniha","FAQ","FAQ-odpoved","Ano — to je naše přidaná hodnota. Ve variantě „vlastní otázky“ projdete šest životních fází a v každé můžete otázky přidat, odebrat nebo přepsat. Z knihy se stane originál na míru.","",""
"kniha.faq.q4","/kniha","FAQ","FAQ-otazka","Jak se kniha liší od vaší aplikace?","",""
"kniha.faq.q4.a","/kniha","FAQ","FAQ-odpoved","Aplikace posílá otázky po týdnech a vzpomínky nahráváte hlasem nebo píšete do telefonu. Kniha je pro ty, kdo mají radši papír a pero — žádná technologie, jen vy a kniha.","",""
"kniha.faq.cta","/kniha","FAQ","Odkaz","Všechny otázky a odpovědi","","odkaz na /faq"
"kniha.final.eyebrow","/kniha","Závěrečné CTA","Eyebrow","Darujte vzpomínky","",""
"kniha.final.heading","/kniha","Závěrečné CTA","Nadpis","Než ty příběhy vyblednou.","",""
"kniha.final.lede","/kniha","Závěrečné CTA","Odstavec","Jednorázově, poštovné zdarma — kniha, kterou si nikdo nekoupí v obchodě úplně stejnou.","",""
"kniha.final.cta","/kniha","Závěrečné CTA","Tlacitko","Sestavit vlastní knihu","","max ~25 znaku (tlacitko)"
"kniha.final.footer","/kniha","Závěrečné CTA","Odstavec","Nebo se podívejte na ceník appky.","","obsahuje inline odkaz: ""ceník appky"" -> /cenik"
"kniha.final.footer_link","/kniha","Závěrečné CTA","Odkaz","ceník appky","","odkaz na /cenik"
