id,stranka,sekce,typ,soucasne_copy,nove_copy,poznamka
"jaktofunguje.deck.q8.text","/jak-to-funguje","Otázky z knihovny","Citace","Co bys poradila svému dvacetiletému já, kdybys mohla?","","ukazka otazky; tyka se seniorovi (tykani)"
"jaktofunguje.deck.footnote","/jak-to-funguje","Otázky z knihovny","Poznamka","A dalších {totalCount - count} otázek, na které možná nikdy nedostanete odpověď. Pokud se nezeptáte.","","dynamicke: cislo se pocita ({totalCount} - {count}, zde 300 - 8 = 292) — token musi zustat"
"jaktofunguje.roles.family.eyebrow","/jak-to-funguje","Role — rodina","Eyebrow","Co dělá rodina","",""
"jaktofunguje.roles.family.h2","/jak-to-funguje","Role — rodina","Nadpis","Vy jen vyprávíte.","",""
"jaktofunguje.roles.family.item1","/jak-to-funguje","Role — rodina","Odrazka","Vyberete otázky, na které stojí za to odpovědět.","",""
"jaktofunguje.roles.family.item2","/jak-to-funguje","Role — rodina","Odrazka","Rodič každý týden odpoví — hlasem nebo textem.","",""
"jaktofunguje.roles.family.item3","/jak-to-funguje","Role — rodina","Odrazka","Doplníte fotky, jestli chcete. (Není povinné.)","",""
"jaktofunguje.roles.family.item4","/jak-to-funguje","Role — rodina","Odrazka","Když je vzpomínek dost, kliknete na „Objednat tisk“.","",""
"jaktofunguje.roles.us.eyebrow","/jak-to-funguje","Role — my","Eyebrow","Co děláme my","",""
"jaktofunguje.roles.us.h2","/jak-to-funguje","Role — my","Nadpis","My všechno ostatní.","",""
"jaktofunguje.roles.us.item1","/jak-to-funguje","Role — my","Odrazka","Posíláme otázky každé pondělí ráno v 10:00.","",""
"jaktofunguje.roles.us.item2","/jak-to-funguje","Role — my","Odrazka","Přepisujeme nahrávky a vyhladíme věty.","",""
"jaktofunguje.roles.us.item3","/jak-to-funguje","Role — my","Odrazka","Sázíme stránky, vybíráme typografii, řadíme kapitoly.","",""
"jaktofunguje.roles.us.item4","/jak-to-funguje","Role — my","Odrazka","Tiskneme, vážeme, balíme a posíláme.","",""
"jaktofunguje.faq.eyebrow","/jak-to-funguje","FAQ","Eyebrow","Než začnete","",""
"jaktofunguje.faq.h2","/jak-to-funguje","FAQ","Nadpis","Tři otázky, které slyšíme nejčastěji.","",""
"jaktofunguje.faq.lede","/jak-to-funguje","FAQ","Odstavec","Celý seznam najdete v plném FAQ.","","obsahuje inline odkaz na /faq (slovo „FAQ“)"
"jaktofunguje.faq.lede.link","/jak-to-funguje","FAQ","Odkaz","FAQ","","odkaz na /faq"
"jaktofunguje.faq.q1","/jak-to-funguje","FAQ","FAQ-otazka","Jak dlouho trvá, než kniha vznikne?","",""
"jaktofunguje.faq.a1","/jak-to-funguje","FAQ","FAQ-odpoved","V průměru 9–12 měsíců. Záleží jen na tom, kolik otázek si vyberete a v jakém tempu rodič odpovídá.","",""
"jaktofunguje.faq.q2","/jak-to-funguje","FAQ","FAQ-otazka","Co když rodič nemá smartphone?","",""
"jaktofunguje.faq.a2","/jak-to-funguje","FAQ","FAQ-odpoved","Pošleme odpovědní telefonní číslo. Stačí prozvonit, my hovor zaznamenáme a přepíšeme. Funguje i z tlačítkového telefonu.","",""
"jaktofunguje.faq.q3","/jak-to-funguje","FAQ","FAQ-otazka","Můžu otázky upravovat za jízdy?","",""
"jaktofunguje.faq.a3","/jak-to-funguje","FAQ","FAQ-odpoved","Ano. Kdykoliv můžete přidat novou, posunout, vyřadit. Knihovna roste s vámi, ne podle pevného plánu.","",""
"jaktofunguje.faq.cta","/jak-to-funguje","FAQ","Odkaz","Všechny otázky a odpovědi","","odkaz na /faq"
"jaktofunguje.finalcta.eyebrow","/jak-to-funguje","Závěrečná výzva","Eyebrow","Začněte dnes","",""
"jaktofunguje.finalcta.heading","/jak-to-funguje","Závěrečná výzva","Nadpis","Zeptejte se na to důležité ještě dnes.","",""
"jaktofunguje.finalcta.lede","/jak-to-funguje","Závěrečná výzva","Odstavec","Jednorázově, přístup napořád — bez předplatného.","",""
"jaktofunguje.finalcta.cta","/jak-to-funguje","Závěrečná výzva","Tlacitko","Založit Vzpomínkář","","vychozi label PrimaryCta (ctaLabel neni predan); max ~25 znaku (tlacitko)"
"jaktofunguje.finalcta.footer","/jak-to-funguje","Závěrečná výzva","Odstavec","Nebo se podívejte na ceník.","","obsahuje inline odkaz na /cenik (slovo „ceník“)"
"jaktofunguje.finalcta.footer.link","/jak-to-funguje","Závěrečná výzva","Odkaz","ceník","","odkaz na /cenik"
